ID,Abstraction,Prompt,Story
82,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: まさし, ゆり
テーマ: 「友情」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","まさしとゆりは、学校の友だちです。二人は毎日一緒に遊びます。ある日、まさしは公園でサッカーをします。ゆりもサッカーが好きですが、足があまり上手ではありません。

「ゆり、一緒にやろう！」とまさしが言いました。ゆりはちょっと恥ずかしかったですが、まさしの笑顔を見てやる気になりました。二人は一生懸命にボールを蹴ります。最初は、ゆりはボールをうまく蹴れませんでした。

でも、まさしは「大丈夫！もう一度やってみて！」と応援します。ゆりはがんばってもう一度蹴ります。今度は、ボールがまさしのところに飛びました。まさしは「すごい！」と言って、二人は大喜びです。

その日、まさしとゆりはたくさん笑って、たくさん楽しみました。友情が深まった日でした。帰り道、二人は「また一緒に遊ぼう！」と約束しました。"
82,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""友情""
Characters: まさし, ゆり

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",まさしとゆりは、いつも一緒に遊びました。ある日、まさしは新しいゲームを見つけました。「これ、やろう！」とまさしが言いました。ゆりは「いいね！」と応えました。二人は楽しんで、たくさん笑いました。友情は強くなり、いつまでも一緒にいたいと思いました。
82,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: もう、忙しい、ビール、文化

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ことは〜が
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。",ある日、タケシは友達と一緒にビールを飲むことにしました。タケシは忙しい仕事を終えて、やっと楽しめる時間ができたのです。彼は友達に、「今日は文化について話そう」と言いました。友達は頷き、いろいろな国の文化について話しました。ビールを飲みながら、タケシは思いました。「文化は面白いけれど、もう少し休む時間が必要だ」と。仕事や勉強で毎日忙しい彼は、友達との時間を大切にしたいと思いました。このように、楽しい時間が過ぎていきました。タケシは、また一緒に飲みたいと思うのでした。
82,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ200文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。",ある日、小さな村に一匹の白いウサギがいました。ウサギは毎日、森で遊びました。友達のリスや鳥と一緒に、楽しい時間を過ごしました。ある朝、ウサギは大きな虹を見つけました。虹の下に行くと、きれいな花が咲いていました。ウサギはその花を見て、とても嬉しくなりました。花はとても香りが良くて、友達にも見せたくなりました。ウサギは友達を呼び、みんなで花の下で遊びました。村の皆は、ウサギのおかげで幸せになりました。
83,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: えりか, たろう
テーマ: 「夢」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","えりかは毎晩、夢を見る。夢の中で、えりかはお城に住むお姫様だ。お姫様は美しいドレスを着て、空を飛ぶ。えりかはこの夢が大好きだ。

ある日、えりかは友達のたろうに夢の話をした。「たろう、私の夢を見てみたい！」とえりかは言った。たろうは笑った。「僕も夢があるよ。いい？空を飛びたいんだ。」

えりかはたろうの夢を聞いて、ワクワクした。「じゃあ、一緒に夢の中で遊ぼう！」えりかは目を閉じて、たろうと手をつなぐ。

次の瞬間、二人は空を飛んでいた。青い空と白い雲の中で笑った。えりかはお姫様、たろうは騎士だ。二人は仲良く冒険をした。

朝になって、えりかとたろうは目を覚ました。「夢は素敵だったね！」とえりかが言った。たろうも頷いた。「夢は本当に楽しい！」

二人は夢の世界を心に持ちながら、また新しい日"
83,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""夢""
Characters: えりか, たろう

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",えりかは毎晩、夢を見ます。夢の中で、たろうに会います。たろうは大きな花畑で笑っています。「えりか、ここは楽しいよ！」とたろうが言います。えりかも笑って、花を摘みます。目が覚めると、えりかは幸せな気持ちになります。夢は彼女の心の中にあります。
83,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 猫、運動、電話、分析

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ながらも
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある日、私の猫は運動不足で困っていました。私は猫のために遊び道具を買うことにしました。すると、友達から電話がかかってきました。「最近、あなたの猫はどう？」と聞かれました。我が家の猫は元気でしたが、運動が足りないと私は答えました。

友達は「猫も運動が大切だよ。どんな遊び方をするの？」と聞きました。私は猫の遊び方を分析し始めました。猫はボールが好きですが、時々飽きてしまいます。そのため、私は新しいおもちゃを考えました。

その時、猫は私の足元で遊んでいました。遊びながらも、もっと運動が必要だと思ったのです。私は急いでおもちゃを買いに行き、猫と楽しい時間を過ごしました。猫は嬉しそうに跳ね回り、私も笑顔になりました。"
83,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ275文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、みいちゃんは公園で遊んでいました。太陽がかがやいていて、風がやさしく吹いていました。みいちゃんは滑り台が大好きで、何回も滑り降りて楽しみました。

その時、友達のたけしが公園に来ました。「みいちゃん、いっしょにサッカーをしよう！」とたけしが言いました。みいちゃんはうなずいて、二人はサッカーを始めました。

仲良くボールを追いかけて、笑ったり、走ったりしました。みいちゃんはゴールを決めると、うれしさで跳び上がりました。たけしも「すごい！」と大声でさけびました。

夕方になり、空がオレンジ色になりました。「また遊ぼうね！」とみいちゃんが言います。たけしも「うん、また明日！」と答えました。二人は手を振って、それぞれの家へ帰りました。

楽しい一日が終わり、みいちゃんは明日が待ち遠しかったです。"
84,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: ちひろ, ゆり
テーマ: 「自然」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","ちひろとゆりは、友だちです。ある日、二人は公園に行きました。公園にはたくさんの木と花がありました。風が吹いて、木の葉が揺れました。

「見て、ちょうちょがいるよ！」とゆりが言いました。ちひろはちょうちょを見て、うれしくなりました。ちょうちょは黄色と黒のきれいな色をしています。

「花の近くに行こう！」とちひろが言いました。二人は花のところに近づきました。ピンクや青の花がとてもきれいです。ゆりは花の香りをかぎました。「いい匂い！」と言いました。

その時、鳥の声が聞こえました。「あ、鳥が飛んでる！」とちひろが言いました。鳥は空を高く飛びました。

ちひろとゆりは自然を楽しみながら遊びました。笑い声が公園にひびきました。二人は「また来ようね！」と言って帰りました。自然は素敵で、心がやすらぎました。"
84,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""自然""
Characters: ちひろ, ゆり

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",ちひろとゆりは、山へハイキングに行きました。森の中で、きれいな花や大きな木を見つけました。ちひろは「すごい！自然は美しいね」と言いました。ゆりも「本当に！」と笑いました。二人は自然の音を聞きながら、楽しい時間を過ごしました。帰り道、夕日が山を明るく照らしました。
84,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 使う、遠い、早い、技術

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜に違いない
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","むかしむかし、ある村に住む若者がいました。彼の名前は健太で、遠い未来の技術に興味を持っていました。健太は毎日、本を使って勉強しました。彼の夢は、早い時間で人々の生活を楽にすることでした。

ある日、村に不思議な老人が現れました。老人は「お前の夢を叶える技術を教えよう」と言いました。健太は驚きましたが、すぐにその話を聞くことにしました。老人は「未来には、心を読む機械ができるに違いない」と言いました。健太はその言葉に感動し、一生懸命に学びました。

数年後、健太はその技術を使って村の人々を助けました。彼は自分の夢を実現し、村は明るい未来を迎えました。人々は彼を称え、健太は心から喜びました。"
84,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ225文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","小さな村に、優しいおばあさんが住んでいました。おばあさんは毎日、庭で野菜を育てたり、花を植えたりしていました。ある日、村に若い女の子が来ました。彼女は道に迷っていました。

おばあさんは女の子を見つけて、「大丈夫？」と尋ねました。女の子は「はい、でも家に帰れません」と答えました。おばあさんは微笑んで、「私の家に来て。ごはんを作ってあげるよ」と言いました。

女の子は感謝して、おばあさんの家に行きました。おばあさんはおいしいスープとパンを作りました。二人は食べながら、たくさんの話をしました。

女の子はおばあさんの優しさに感動しました。次の日、女の子は無事に家に帰りましたが、心におばあさんの笑顔を持って帰りました。それから毎年、女の子はおばあさんのもとを訪れました。二人の友情は永遠でした。"
85,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: まなみ, ちひろ
テーマ: 「自然」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","まなみとちひろは、友だちです。ある日、ふたりは公園に行きました。公園には大きな木やきれいな花がたくさんありました。まなみは「この花、きれいだね！」と言いました。ちひろは「そうだね、においもいい！」と答えました。

ふたりは木の下で座りました。まなみは「鳥の声が聞こえるよ」と言いました。ちひろは「本当だ！自然は楽しいね」と笑いました。お日さまがきらきらと輝いていました。

そのとき、ちひろが「ここに小さな虫がいるよ！」と言いました。まなみは見て、虫が葉っぱをはっています。ふたりは虫を見て、楽しみました。

あっという間に時間が経ち、夕方になりました。「また来ようね」とまなみが言いました。「うん、自然はすばらしいね」とちひろも笑いました。ふたりは自然の中で素敵な思い出を作りました。"
85,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""自然""
Characters: まなみ, ちひろ

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",まなみとちひろは、山へハイキングに行きました。青い空の下、花がいっぱい咲いていました。ちひろが「見て、あの虫！可愛い！」と言いました。まなみも「本当に！」と笑いました。二人は自然の美しさを感じながら、楽しい一日を過ごしました。
85,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 暑い、ビール、悲しい、理論

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜らしい
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。",ある暑い夏の日、健は公園で友達とビールを飲んでいた。すると、彼の友達が悲しい顔をしているのに気づいた。「どうしたの？」健が聞くと、友達は理論の発表について話し始めた。彼は、皆の前で発表するのが怖くてたまらないらしい。健は少し考えて、こう言った。「発表は難しいかもしれないけど、練習すれば大丈夫だよ。みんな応援してくれるから。」友達は健の言葉に少し元気をもらった。そして、二人はまたビールを飲みながら夏の日を楽しんだ。
85,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ225文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住んでいるリナは、森の中で冒険をしたいと思いました。彼女は友だちのタケシと一緒に、早く家を出ました。二人は森の入り口に着くと、緑の葉や美しい花を見ました。

「すごい！ここはとてもきれいだね！」とリナが言いました。タケシはうなずいて、森の中を歩き始めました。歩いていると、小さな川に出ました。水は透明で、魚が泳いでいました。

二人は川のそばで休むことにしました。お弁当を食べながら、楽しい話をしました。その時、急に大きな声がしました。「助けて！」リナとタケシは声の方に走って行きました。

すると、木に引っかかっている小鳥を見つけました。二人は協力して小鳥を助けました。小鳥は感謝して、空に飛んで行きました。リナとタケシはハッピーな気持ちで森を出ました。"
86,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: まさし, まこと
テーマ: 「学校生活」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","まさしとまことは学校の友だちです。毎日、一緒に遊びます。ある日、二人は学校の庭でサッカーをしました。まさしがボールを蹴ると、ボールは高く飛びました。そして、木にぶつかりました。

「うわっ、ボールが木にかかった！」とまことは言いました。まさしは少し悲しくなりました。「どうしよう、取れないよ」と言います。まことは考えました。そして、「先生に手伝ってもらおう！」と提案しました。

二人は先生に言いに行きました。先生は笑って、「大丈夫、私が取るよ」と言いました。先生は木に登り、ボールを取ってくれました。まさしとまことはとても嬉しかったです。

「ありがとう、先生！」と二人は言いました。お昼ごはんの時、二人は友だちと一緒にボールの話をしました。学校生活は楽しいです。友だちと力を合わせることが大切だと、二人は思いました。"
86,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""学校生活""
Characters: まさし, まこと

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",まさしとまことは同じクラスの友達です。毎日、学校で一緒に勉強します。ある日、まさしは「サッカーをしよう！」と言いました。まことは「いいね！」と答えました。放課後、二人はグラウンドでサッカーをしました。楽しい時間が過ぎ、二人は笑いながら帰りました。
86,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 来月、部屋、有名、承認

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜に違いない
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","来月、ゆうたは有名な作家の部屋を訪ねることになりました。彼はずっとその作家のファンで、作品を読んでいました。承認をもらうために、ゆうたは一生懸命準備をしました。手紙を書き、質問も考えました。 

当日、ゆうたはドキドキしながら部屋の前に立ちました。ドアをノックすると、作家はにこっと笑って迎えてくれました。彼の部屋は本でいっぱいで、まるで夢の中のようでした。 

質問をすると、作家は優しく答えてくれました。「君もいつか書くべきだ。きっと素晴らしい物語ができるに違いない。」その言葉を聞いて、ゆうたの心はワクワクしました。彼はこの特別な日を一生忘れないでしょう。"
86,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ250文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住む女の子、さくらは、森に行きました。森にはたくさんの花と鳥がいました。さくらは花を見て笑いました。「きれいなお花だな」と言いました。彼女は花を摘んで、家に持って帰ることにしました。

途中で、さくらは小さなうさぎを見つけました。うさぎは怖がっていましたが、さくらは優しく「こんにちは、うさぎさん」と言いました。うさぎは少しずつ近づきました。さくらはうさぎに草をあげました。うさぎは嬉しそうに食べました。

その後、さくらはうさぎと友達になりました。二人は一緒に遊びました。さくらは「また会おうね！」と言って、家に帰りました。森の中での楽しい日が終わりました。さくらはうさぎとこれからも友達でいたいと思いました。"
87,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: ゆり, まさし
テーマ: 「学校生活」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","ゆりとまさしは中学生です。毎日、同じ学校に行きます。二人は仲良しです。ある日、ゆりはまさしに言いました。「明日、体育の時間にサッカーをしよう！」まさしは笑って答えました。「いいね！がんばろう！」

次の日、体育の時間になりました。クラスのみんなはサッカーを楽しみにしています。ゆりとまさしは同じチームです。ゲームが始まると、ゆりはボールを追いかけました。まさしも走ります。二人は声をかけあいながらプレーしました。

ゆりは上手にボールをこすり、ゴールに向かいます。しかし、敵の選手が近づいてきました。「まさし、パス！」ゆりは叫びます。まさしはすぐにボールを受け取りました。そして、強くシュート！ボールはゴールに入ります。みんなが拍手しました。

ゲームが終わると、ゆりはまさしに言います。「楽しかったね！」まさしも笑顔で答えます。「うん、またやろう！」二人は友達の大切さを感じながら、学校生活を楽しんでいます。"
87,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""学校生活""
Characters: ゆり, まさし

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",ゆりは、学校でまさしと友だちです。毎日、一緒に勉強したり、お弁当を食べたりします。ある日、ゆりはまさしに「サッカーをしよう！」と言いました。二人は校庭で楽しく遊びました。午後、先生が「いいチームだね！」と言いました。ゆりとまさしは笑顔になりました。学校生活は楽しいです。
87,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 水、雑誌、月曜日、促進

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ておく
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","月曜日の朝、太郎は水を飲みながら、雑誌を見ていました。雑誌には、健康を促進するための特集が載っていました。太郎はその記事を読み、運動を始めることに決めました。

夕方、近くの公園に行きました。青い空と白い雲が広がっていて、いい気持ちでした。太郎はブランコに乗りながら、子どもたちの笑い声を聞いていました。そして、運動をしておくために、少しずつ体を動かしました。

その時、友達の健二がやってきました。「何をしているの？」と聞かれ、太郎は「健康のために運動しているんだ」と答えました。

それから二人は一緒に走ったり、遊んだりしました。楽しい時間はあっという間に過ぎ、夜空に星が見え始めました。太郎は、毎週月曜日に運動することを心に決めました。"
87,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ225文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","むかしむかし、ある村に小さな少女が住んでいました。名前はさくらです。さくらは毎日、花を育てるのが好きでした。彼女は花に水をやり、土を耕しました。やがて、さくらの庭には色とりどりの花が咲きました。

ある日、さくらはふと空を見上げると、大きな黒い雲が出てきました。雲はどんどん近づき、雨が降り始めました。さくらは心配しました。「私の花はどうなるの？」と考えました。

しかし、雨が止んだ後、さくらは驚きました。雨の水が花にとって大事だと気づいたからです。花はもっときれいに咲きました。さくらはとても嬉しくなり、「自然の力はすごい！」と思いました。それから、彼女は毎日花を大切に育てました。彼女の花は、村の人々に幸せをもたらしました。"
88,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: まこと, しょうた
テーマ: 「友情」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","まこととしょうたは、同じ学校の友だちです。毎日、二人は一緒に遊びます。公園でサッカーをしたり、ゲームをしたりします。

ある日、まことはけがをしました。転んで、足をひねってしまったのです。まことは痛くて、歩けませんでした。「大丈夫？」しょうたは心配しました。「うん、大丈夫じゃない」とまことは言いました。

しょうたはまことを助けることにしました。「家までおぶってあげるよ！」しょうたはまことを背中に乗せました。二人は笑いながら家まで行きました。まことはしょうたの優しさに感謝しました。

家に着くと、まことのお母さんはお菓子をくれました。二人はソファに座って、お菓子を食べながら話しました。「友だちっていいね」とまことが言いました。「うん、いつでも助けるよ！」としょうたが笑いました。

その日、二人の友情はもっと強くなりました。"
88,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""友情""
Characters: まこと, しょうた

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",まこととしょうたは友達です。ある日、二人は公園で遊びました。まことはサッカーが得意で、しょうたはクッキーを作るのが好きです。まことがサッカーをしていると、しょうたが応援しました。「もっと頑張れ！」。まことは笑って、しょうたにお礼を言いました。二人は仲良しです。
88,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 毎月、毎日、友達、概念

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜に違いない
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある日、太郎は友達と遊ぶ約束をしました。毎日一緒に遊ぶわけではありませんが、毎月1回は必ず会うことにしています。そんなある月、彼は友達に「友達って何だろう？」と聞きました。友達は少し考えてから、こう答えました。「友達は、一緒に楽しい時間を過ごす人だと思うよ。」太郎はその言葉を聞いて、友達の考えを大切にしようと思いました。

それ以来、太郎は友達との時間をさらに大切にするようになりました。彼にとって、友達との絆は大切な概念になったのです。毎月の約束を守ることが、二人の友情を深める手助けになるに違いないと、太郎は感じました。"
88,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ275文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住む子とりがいました。とりは毎日、青い空を飛んで、どこでも自由に遊びました。しかし、ある朝、友達のうさぎが言いました。「おい、見て！あの山の上に何か光るものがあるよ。」とりはその話を聞いて、興味を持ちました。「行こう！」と叫んで、うさぎと一緒に山へ向かいました。

山に着くと、光るものはきれいな宝石でした。しかし、宝石の近くには大きな岩がありました。とりは考えました。「どうやって宝石を取る？」うさぎは「私が岩を持ち上げるから、君は宝石を取って！」と言いました。

うさぎが岩を持ち上げ、とりは宝石を取りました。とても嬉しかったです。ふたりは宝石を村に持って帰り、村の人たちに見せました。みんなは「すごい！」と驚き、喜びました。それから、小さな村はもっと楽しくなりました。"
89,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: そうた, ゆうた
テーマ: 「食べ物」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","そうたとゆうたは、秋の公園で遊んでいました。おなかがすいたので、そうたはお弁当を取り出しました。「ぼくの好きなサンドイッチがあるよ！」そうたは言いました。ゆうたは目を輝かせました。「いいな！ぼくもお弁当を持ってきたよ。」

ゆうたは、小さなおにぎりを見せました。「これは鮭のおにぎりだよ。食べてみて！」そうたは一口食べました。「おいしい！おにぎりは最高だね。」

次に、そうたはサンドイッチを分けました。「このサンドイッチには卵とレタスが入っているよ。食べて！」ゆうたはパクッと食べました。「うん、これもおいしい！」

二人はその後、公園で遊びながら、お互いの食べ物を分け合いました。「また一緒にお弁当を食べようね！」そうたは笑顔で言いました。「うん、約束だ！」ゆうたも笑いました。

楽しい秋の日、友達と食べ物を分けるのは最高でした。"
89,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""食べ物""
Characters: そうた, ゆうた

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",そうたとゆうたは友だちです。ある日、二人は公園でお弁当を食べることにしました。そうたはおにぎりを作りました。ゆうたはサンドイッチを持ってきました。二人は笑いながら食べました。「おにぎり、美味しい！」とゆうたが言いました。「サンドイッチもいいね！」とそうたが答えました。それから、アイスクリームを買いに行きました。楽しい一日でした。
89,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 静か、犬、飲み物、成長

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜わけではない
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある静かな村に、一匹の犬が住んでいました。その犬の名前は「ハチ」で、毎日村を歩き回っていました。ハチは村の人々に愛されており、子供たちと遊ぶのが大好きでした。

ある日、ハチは川の近くで遊んでいると、小さな女の子が飲み物を持っているのを見かけました。女の子はハチに向かって笑い、飲み物を分けてくれました。ハチは嬉しくて、丸いしっぽを振りました。

時が経ち、ハチも成長しました。村の守り神のようになり、特別な存在になりました。人々はハチのことを「みんなの友達」と呼び、感謝していました。ハチの存在がなければ、村は静かではなかったでしょう。

しかし、ハチがいない時間もあったのです。そんな時、村人たちはハチのことを思い出し、「彼がいるわけではないが、心の中でいつも一緒だ」と感じていました。"
89,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ300文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","むかしむかし、小さな村に一匹のねこがいました。このねこの名前はミケです。ミケは白い毛と黒い模様があります。毎日、ミケは村をあるきまわり、友達と遊びます。

ある日、ミケは森に入ると、ふつうではない音を聞きました。「にゃー！」と小さな声です。ミケは音のする方に行きました。すると、木の上に小さなひながいました。ひなはうごけません。「助けて！」とひなが言いました。

ミケは考えました。そして、木に登ることにしました。木は高かったですが、ミケはがんばりました。やっと、ひなのところに着きました。ミケはひなをそっとくわえて、下におろしました。ひなはうれしそうに「ありがとう！」と言いました。

ミケはにこにこしながら村に帰りました。村の人たちはミケをほめました。ミケは友達を助けることができて、とても幸せでした。それから、ミケは村のヒーローとして知られるようになりました。村のみんなは、ミケを大好きになりました。"
90,A1,"次のキャラクターとテーマを使って、短い日本語の物語を書いてください。

キャラクター: えりか, そうた
テーマ: 「家族」

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・300文字以内にしてください。
・説明文や前置きは不要です。物語本文のみを書いてください。","えりかは小学生の女の子です。彼女には一つ年上の兄、そうたがいます。えりかとそうたは毎日一緒に遊びますが、時々けんかもします。

ある日、えりかは「ゲームをしよう！」と言いました。でも、そうたは「宿題をしなければいけない」と言いました。えりかはちょっと怒りました。「いつも宿題ばかり！」と言いました。そうたは「でも、勉強大事だよ。」と返しました。

その夜、家族で夕ご飯を食べました。えりかはお母さんに「そうたが遊んでくれない」と言いました。お母さんは「それなら、一緒に宿題を手伝ってあげて。」と言いました。

次の日、えりかはそうたに「一緒に宿題をしよう！」と言いました。そうたは「いいよ！」と答えました。二人は一緒に勉強し、その後、楽しくゲームをしました。

その日から、えりかとそうたはもっと仲良しになりました。家族は大切だと、二人はわかりました。"
90,A2,"Please write a short story in Japanese using the following theme and characters.

Theme: ""家族""
Characters: えりか, そうた

- The story must be in Japanese only.
- Use only vocabulary, grammar, and kanji from JLPT N4 or below.
- Keep it under 300 characters.
- Do not include any introductory or explanatory text — only the story body.",ある日、えりかはそうたと公園に行きました。二人は仲良く遊びました。えりかは「お母さんは今、何をしているかな？」と聞きました。そうたは「きっと、晩ごはんを作っているよ」と答えました。やがて、家に帰ると、お母さんが笑顔で迎えてくれました。家族は一緒が一番です。
